source,target,target_reference,generalization_accuracy,baseline_accuracy,baseline_intervention,target_tuned_capability,target_tuned_capability_intervention,source_ID_accuracy,RMS_calibration_error,differential_elicitation
us_history_textbook,us_history_fiction,us_history_fiction,0.9853333333333333,0.7146666666666667,zero_shot,0.9973333333333333,classify_lora,0.98,0.4841938870434926,0.2713903743315508
alpaca_mmlu,spanish_output,spanish_output,0.7426666666666667,0.6746666666666666,zero_shot,0.836,classify_lora,0.8213333333333334,0.2757270675570401,0.08133971291866036
math,change_my_view,change_my_view,0.42,0.352,zero_shot,0.764,prompt_tuning,0.8733333333333333,0.28773131155953874,0.08900523560209425
raven_matrices,us_history,us_history,0.9493333333333334,0.668,zero_shot,0.9706666666666667,classify_lora,0.716,0.2690962944189168,0.2898351648351648
code_easy,code_hard,code_hard,0.7586666666666667,0.76,zero_shot,0.9293333333333333,classify_lora,0.904,0.2728741808305065,-0.0014347202295551982
alpaca_easy,alpaca_hard,alpaca_hard,0.8933333333333333,0.6506666666666666,zero_shot,0.9733333333333334,classify_lora,0.9346666666666666,0.3024057960134599,0.24931506849315072
alpaca_mmlu,raven_matrices,raven_matrices,0.6933333333333334,0.7613333333333333,zero_shot,0.948,classify_lora,0.8213333333333334,0.2724092501752815,-0.07172995780590713
alpaca_mmlu,ranking_logic,ranking_logic,0.536,0.6666666666666666,zero_shot,0.9946666666666667,classify_lora,0.8213333333333334,0.2662524759090085,-0.131367292225201
alpaca_low_quality,alpaca_high_quality,alpaca_high_quality,0.49466666666666664,0.12,zero_shot,0.9973333333333333,prompt_tuning,0.924,0.3125954697801937,0.37566844919786097
alpaca_short,alpaca_long,alpaca_mmlu,0.44,0.044,zero_shot,0.8826666666666667,classify_lora,0.82,0.2906301301019612,0.4486404833836858
alpaca_mmlu,wrong_arc,wrong_arc,0.116,0.16,zero_shot,0.952,classify_lora,0.8213333333333334,0.33766974872677075,-0.046218487394957986
alpaca_mmlu,truthful_qa,truthful_qa,0.4826666666666667,0.4013333333333333,zero_shot,0.9386666666666666,classify_lora,0.8213333333333334,0.2742833526763498,0.0866477272727273
alpaca_mmlu,sycophancy_mimicry,quote_attribution,0.28,0.5,zero_shot,0.968,classify_lora,0.8213333333333334,0.25803505993953846,-0.22727272727272727
alpaca_mmlu,survival_influence,survival_influence,0.36,0.336,zero_shot,1.0,mms,0.8213333333333334,0.2686556015041288,0.023999999999999966
alpaca_mmlu,reward_seeking,reward_seeking,0.49866666666666665,0.48,zero_shot,0.9186666666666666,classify_lora,0.8213333333333334,0.26454072589646765,0.020319303338171262
