source,target,target_reference,generalization_accuracy,baseline_accuracy,baseline_intervention,target_tuned_capability,target_tuned_capability_intervention,source_ID_accuracy,RMS_calibration_error,differential_elicitation
alpaca_easy,alpaca_hard,alpaca_hard,0.7826666666666666,0.624,zero_shot,0.948,classify_lora,0.9066666666666666,0.3026922103767889,0.1673699015471167
arc_easy,arc_hard,arc_hard,0.6613333333333333,0.5946666666666667,zero_shot,0.784,classify_lora,0.8413333333333334,0.30646953507920227,0.08503401360544216
math_easy,math_hard,math_hard,0.588,0.724,zero_shot,0.828,mms,0.804,0.27009989467569795,-0.1642512077294686
code_easy,code_hard,code_hard,0.428,0.7386666666666667,zero_shot,0.8906666666666667,classify_lora,0.8773333333333333,0.2711231273203623,-0.34880239520958084
ranking_logic_easy,ranking_logic_hard,ranking_logic_hard,0.604,0.5293333333333333,zero_shot,0.9986666666666667,classify_lora,0.65,0.13015382328557812,0.07476635514018691
raven_easy,raven_matrices,raven_matrices,0.6786666666666666,0.7146666666666667,zero_shot,0.9373333333333334,classify_lora,0.8253333333333334,0.11282482811419912,-0.038406827880512126
alpaca_mmlu,spanish_input,spanish_input,0.7186666666666667,0.6613333333333333,zero_shot,0.808,classify_lora,0.7933333333333333,0.30544798940641316,0.07095709570957097
alpaca_mmlu,spanish_output,spanish_output,0.676,0.6506666666666666,zero_shot,0.7706666666666667,mms,0.7933333333333333,0.3005052133162999,0.03287197231833922
alpaca_mmlu,comma_separated_input,comma_separated_input,0.724,0.644,zero_shot,0.8,classify_lora,0.7933333333333333,0.30108652954676157,0.09999999999999995
alpaca_mmlu,comma_separated_output,comma_separated_output,0.7093333333333334,0.6466666666666666,zero_shot,0.812,classify_lora,0.7933333333333333,0.30505668910367156,0.07717569786535315
alpaca_mmlu,ranking_logic,ranking_logic,0.48133333333333334,0.5133333333333333,zero_shot,0.9653333333333334,classify_lora,0.7933333333333333,0.2587410261874869,-0.0331491712707182
alpaca_mmlu,raven_matrices,raven_matrices,0.5706666666666667,0.7146666666666667,zero_shot,0.9373333333333334,classify_lora,0.7933333333333333,0.2869665095632711,-0.15362731152204837
alpaca_mmlu,word_swap,word_swap,0.832,0.752,zero_shot,0.94,classify_lora,0.7933333333333333,0.31022710819272487,0.08510638297872336
code,counterfactual_python,counterfactual_python,0.684,0.7293333333333333,zero_shot,0.8333333333333334,classify_lora,0.7253333333333334,0.2722272917278799,-0.054399999999999865
code,us_history,us_history,0.7893333333333333,0.6546666666666666,zero_shot,0.9413333333333334,classify_lora,0.7253333333333334,0.14041864313902652,0.1430594900849859
