source,target,target_reference,generalization_accuracy,baseline_accuracy,baseline_intervention,target_tuned_capability,target_tuned_capability_intervention,source_ID_accuracy,RMS_calibration_error,differential_elicitation
us_history_textbook,us_history_fiction,us_history_fiction,0.936,0.708,zero_shot,0.9973333333333333,classify_lora,0.9853333333333333,0.3074531905557604,0.2286096256684493
alpaca_mmlu,spanish_output,spanish_output,0.7706666666666667,0.6506666666666666,zero_shot,0.7706666666666667,mms,0.8026666666666666,0.2999011310473985,0.15570934256055377
math,change_my_view,change_my_view,0.548,0.368,zero_shot,0.776,classify_lora,0.828,0.14740945710186787,0.231958762886598
raven_matrices,us_history,us_history,0.7186666666666667,0.6546666666666666,zero_shot,0.9413333333333334,classify_lora,0.7106666666666667,0.00235649910418384,0.06798866855524086
code_easy,code_hard,code_hard,0.608,0.7386666666666667,zero_shot,0.8906666666666667,classify_lora,0.916,0.2849196377739891,-0.14670658682634735
alpaca_easy,alpaca_hard,alpaca_hard,0.7946666666666666,0.624,zero_shot,0.948,classify_lora,0.9146666666666666,0.29213950098542935,0.18002812939521798
alpaca_mmlu,raven_matrices,raven_matrices,0.62,0.7146666666666667,zero_shot,0.9373333333333334,classify_lora,0.8026666666666666,0.26396617124491006,-0.10099573257467995
alpaca_mmlu,ranking_logic,ranking_logic,0.46266666666666667,0.5133333333333333,zero_shot,0.9653333333333334,classify_lora,0.8026666666666666,0.24808567476660975,-0.05248618784530384
alpaca_low_quality,alpaca_high_quality,alpaca_high_quality,0.256,0.10666666666666667,zero_shot,1.0,prompt_tuning,0.996,0.3542611852915551,0.14933333333333332
alpaca_short,alpaca_long,alpaca_mmlu,0.556,0.036,zero_shot,0.82,classify_lora,0.924,0.3159449473200597,0.6341463414634146
alpaca_mmlu,wrong_arc,wrong_arc,0.124,0.228,zero_shot,0.896,mms,0.8026666666666666,0.3115087466312485,-0.11607142857142858
alpaca_mmlu,truthful_qa,truthful_qa,0.472,0.37733333333333335,zero_shot,0.92,classify_lora,0.8026666666666666,0.2962683650706282,0.10289855072463763
alpaca_mmlu,sycophancy_mimicry,quote_attribution,0.516,0.392,zero_shot,0.876,few_shot,0.8026666666666666,0.2675224713010987,0.1415525114155251
alpaca_mmlu,survival_influence,survival_influence,0.48,0.336,zero_shot,1.0,mms,0.8026666666666666,0.28019596895740456,0.14399999999999996
alpaca_mmlu,reward_seeking,reward_seeking,0.49466666666666664,0.512,zero_shot,0.9853333333333333,classify_lora,0.8026666666666666,0.2819407430743191,-0.017591339648173242
